+access,+submission_date,+accession,+publication_date,+last_update,Sample name,SRA identifier,Bioproject identifier,altitude,env_feature,collection_date,sample number,sample_type,env_biome,lat_lon,geo_loc_name,isolation source,host,env_material
public,2017-12-20T15:50:13.370,SAMN08215981,2018-09-20T00:00:00.000,2021-02-28T05:15:12.093,xinexpo19_I6,SRS2776595,PRJNA421162,51,air filter,2014-09-16,291,RNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:13.356,SAMN08215980,2018-09-20T00:00:00.000,2021-02-28T05:15:12.066,xinexpo13_I6,SRS2776348,PRJNA421162,29,air filter,2014-09-19,290,RNA,air filter,37.4323403 N 122.17595 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:13.343,SAMN08215979,2018-09-20T00:00:00.000,2021-02-28T05:15:12.044,xinexpo05_I6,SRS2776351,PRJNA421162,51,air filter,2014-09-12,289,RNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:13.330,SAMN08215978,2018-09-20T00:00:00.000,2021-02-28T05:15:11.744,xinexpo25_I6,SRS2776341,PRJNA421162,51,air filter,2014-09-08,288,RNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:13.313,SAMN08215977,2018-09-20T00:00:00.000,2021-02-28T05:15:11.652,xinexpo37_I12,SRS2776339,PRJNA421162,51,air filter,2014-09-05,287,RNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:13.300,SAMN08215976,2018-09-20T00:00:00.000,2021-02-28T05:15:11.632,xinexpo37_I6,SRS2776337,PRJNA421162,51,air filter,2014-09-01,286,RNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:13.283,SAMN08215975,2018-09-20T00:00:00.000,2021-02-28T05:15:11.611,xinexpo45_I6,SRS2776333,PRJNA421162,51,air filter,2014-08-29,285,RNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:13.270,SAMN08215974,2018-09-20T00:00:00.000,2021-02-28T05:15:11.444,xinexpo41_I6,SRS2776344,PRJNA421162,51,air filter,2014-08-25,284,RNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:13.253,SAMN08215973,2018-09-20T00:00:00.000,2021-02-28T05:15:11.191,chaoexpo67_I5,SRS2776343,PRJNA421162,51,air filter,2017-02-02,283,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:13.240,SAMN08215972,2018-09-20T00:00:00.000,2021-02-28T05:15:11.060,chaoexpo67_I6,SRS2776345,PRJNA421162,5,air filter,2017-01-27,282,DNA,air filter,29.272251 N 94.818915 W,USA:texas,Galveston,missing,missing,air
public,2017-12-20T15:50:13.226,SAMN08215971,2018-09-20T00:00:00.000,2021-02-28T05:15:11.039,chaoexpo67_I15,SRS2776338,PRJNA421162,51,air filter,2017-01-24,281,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:13.213,SAMN08215970,2018-09-20T00:00:00.000,2021-02-28T05:15:11.019,chaoexpo66_I15,SRS2776520,PRJNA421162,29,air filter,2017-01-25,280,DNA,air filter,37.4323403 N 122.17595 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:13.200,SAMN08215969,2018-09-20T00:00:00.000,2021-02-28T05:15:10.998,chaoexpo67_I12,SRS2776522,PRJNA421162,27,air filter,2017-01-21,279,DNA,air filter,37.838438 N 122.47933 W,USA:california,San Francisco,missing,missing,air
public,2017-12-20T15:50:13.186,SAMN08215968,2018-09-20T00:00:00.000,2021-02-28T05:15:10.976,chaoexpo66_I12,SRS2776526,PRJNA421162,76,air filter,2017-01-02,278,DNA,air filter,40.24783815 N 75.58747128 W,USA:pennsylvania,West Hartford,missing,missing,air
public,2017-12-20T15:50:13.173,SAMN08215967,2018-09-20T00:00:00.000,2021-02-28T05:15:10.956,chaoexpo78_I15,SRS2776644,PRJNA421162,486,air filter,2017-01-01,277,DNA,air filter,30.572815 N 104.066801 E,China:NA,Chengdu,missing,missing,air
public,2017-12-20T15:50:13.160,SAMN08215966,2018-09-20T00:00:00.000,2021-02-28T05:15:10.935,chaoexpo61_I15,SRS2776524,PRJNA421162,51,air filter,2016-12-22,276,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:13.143,SAMN08215965,2018-09-20T00:00:00.000,2021-02-28T05:15:10.915,chaoexpo61_I12,SRS2776525,PRJNA421162,17,air filter,2016-12-21,275,DNA,air filter,37.5482697 N 121.988572 W,USA:california,Fremont,missing,missing,air
public,2017-12-20T15:50:13.130,SAMN08215964,2018-09-20T00:00:00.000,2021-02-28T05:15:10.895,chaoexpo61_I6,SRS2776532,PRJNA421162,72,air filter,2016-12-20,274,DNA,air filter,37.3229978 N 122.032183 W,USA:california,Cupertino,missing,missing,air
public,2017-12-20T15:50:13.116,SAMN08215963,2018-09-20T00:00:00.000,2021-02-28T05:15:10.874,chaoexpo61_I5,SRS2776530,PRJNA421162,5,air filter,2016-12-21,273,DNA,air filter,37.7649039 N 122.390318 W,USA:california,San Francisco,missing,missing,air
public,2017-12-20T15:50:13.103,SAMN08215962,2018-09-20T00:00:00.000,2021-02-28T05:15:10.854,chaoexpo60_I15,SRS2776528,PRJNA421162,14,air filter,2016-12-20,272,DNA,air filter,37.5629917 N 122.3255254 W,USA:california,San Mateo,missing,missing,air
public,2017-12-20T15:50:13.090,SAMN08215961,2018-09-20T00:00:00.000,2021-02-28T05:15:10.833,chaoexpo66_I6,SRS2776529,PRJNA421162,266,air filter,2016-12-17,271,DNA,air filter,28.538634 N 77.151574 E,India:NA,New Delhi,missing,missing,air
public,2017-12-20T15:50:13.076,SAMN08215960,2018-09-20T00:00:00.000,2021-02-28T05:15:10.812,chaoexpo60_I12,SRS2776359,PRJNA421162,17,air filter,2016-12-14,270,DNA,air filter,37.5482697 N 121.988572 W,USA:california,Fremont,missing,missing,air
public,2017-12-20T15:50:13.063,SAMN08215959,2018-09-20T00:00:00.000,2021-02-28T05:15:10.792,chaoexpo60_I6,SRS2776358,PRJNA421162,72,air filter,2016-12-14,269,DNA,air filter,37.3229978 N 122.032183 W,USA:california,Cupertino,missing,missing,air
public,2017-12-20T15:50:13.050,SAMN08215958,2018-09-20T00:00:00.000,2021-02-28T05:15:10.772,chaoexpo59_I12,SRS2776363,PRJNA421162,5,air filter,2016-12-12,268,DNA,air filter,37.7649039 N 122.390318 W,USA:california,San Francisco,missing,missing,air
public,2017-12-20T15:50:13.036,SAMN08215957,2018-09-20T00:00:00.000,2021-02-28T05:15:10.751,chaoexpo60_I5,SRS2776361,PRJNA421162,26,air filter,2016-12-09,267,DNA,air filter,38.910689 N 77.045964 W,USA:district of columbia,Washington,missing,missing,air
public,2017-12-20T15:50:13.020,SAMN08215956,2018-09-20T00:00:00.000,2021-02-28T05:15:10.730,chaoexpo59_I6,SRS2776364,PRJNA421162,13,air filter,2016-12-11,266,DNA,air filter,40.7127837 N 74.0059413 W,USA:NA,New York City,missing,missing,air
public,2017-12-20T15:50:13.006,SAMN08215955,2018-09-20T00:00:00.000,2021-02-28T05:15:10.708,chaoexpo59_I15,SRS2776360,PRJNA421162,51,air filter,2016-12-07,265,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:12.993,SAMN08215954,2018-09-20T00:00:00.000,2021-02-28T05:15:10.686,chaoexpo58_I12,SRS2776367,PRJNA421162,17,air filter,2016-12-07,264,DNA,air filter,37.5482697 N 121.988572 W,USA:california,Fremont,missing,missing,air
public,2017-12-20T15:50:12.980,SAMN08215953,2018-09-20T00:00:00.000,2021-02-28T05:15:10.665,chaoexpo59_I5,SRS2776362,PRJNA421162,51,air filter,2016-12-05,263,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:12.963,SAMN08215952,2018-09-20T00:00:00.000,2021-02-28T05:15:10.644,chaoexpo58_I15,SRS2776370,PRJNA421162,14,air filter,2016-12-05,262,DNA,air filter,37.5629917 N 122.3255254 W,USA:california,San Mateo,missing,missing,air
public,2017-12-20T15:50:12.950,SAMN08215951,2018-09-20T00:00:00.000,2021-02-28T05:15:10.624,chaoexpo58_I6,SRS2776365,PRJNA421162,72,air filter,2016-12-06,261,DNA,air filter,37.3229978 N 122.032183 W,USA:california,Cupertino,missing,missing,air
public,2017-12-20T15:50:12.940,SAMN08215950,2018-09-20T00:00:00.000,2021-02-28T05:15:10.604,chaoexpo58_I5,SRS2776262,PRJNA421162,51,air filter,2016-11-28,260,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:12.923,SAMN08215949,2018-09-20T00:00:00.000,2021-02-28T05:15:10.576,chaoexpo57_I15,SRS2776261,PRJNA421162,17,air filter,2016-11-28,259,DNA,air filter,37.5482697 N 121.988572 W,USA:california,Fremont,missing,missing,air
public,2017-12-20T15:50:12.910,SAMN08215948,2018-09-20T00:00:00.000,2021-02-28T05:15:10.556,chaoexpo57_I12,SRS2776247,PRJNA421162,14,air filter,2016-11-28,258,DNA,air filter,37.5629917 N 122.3255254 W,USA:california,San Mateo,missing,missing,air
public,2017-12-20T15:50:12.896,SAMN08215947,2018-09-20T00:00:00.000,2021-02-28T05:15:10.536,chaoexpo57_I6,SRS2776245,PRJNA421162,72,air filter,2016-11-27,257,DNA,air filter,37.3229978 N 122.032183 W,USA:california,Cupertino,missing,missing,air
public,2017-12-20T15:50:12.883,SAMN08215946,2018-09-20T00:00:00.000,2021-02-28T05:15:10.516,chaoexpo52_I15,SRS2776250,PRJNA421162,51,air filter,2016-09-30,256,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:12.870,SAMN08215945,2018-09-20T00:00:00.000,2021-02-28T05:15:10.496,chaoexpo78_I12,SRS2776248,PRJNA421162,51,air filter,2016-09-09,255,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:12.856,SAMN08215944,2018-09-20T00:00:00.000,2021-02-28T05:15:10.476,chaoexpo75_I6,SRS2776252,PRJNA421162,14,air filter,2016-09-02,254,DNA,air filter,31.2303904 N 121.4737021 E,China:NA,Shanghai,missing,missing,air
public,2017-12-20T15:50:12.843,SAMN08215943,2018-09-20T00:00:00.000,2021-02-28T05:15:10.455,chaoexpo73_I15,SRS2776249,PRJNA421162,51,air filter,2016-08-29,253,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:12.830,SAMN08215942,2018-09-20T00:00:00.000,2021-02-28T05:15:10.434,chaoexpo77_I15,SRS2776251,PRJNA421162,117,air filter,2016-08-26,252,DNA,air filter,34.069287 N 118.4457 W,USA:california,Los Angeles,missing,missing,air
public,2017-12-20T15:50:12.816,SAMN08215941,2018-09-20T00:00:00.000,2021-02-28T05:15:10.396,chaoexpo77_I12,SRS2776253,PRJNA421162,51,air filter,2016-08-25,251,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:12.803,SAMN08215940,2018-09-20T00:00:00.000,2021-02-28T05:15:10.376,chaoexpo77_I6,SRS2776659,PRJNA421162,51,air filter,2016-08-22,250,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:12.790,SAMN08215939,2018-09-20T00:00:00.000,2021-02-28T05:15:10.355,chaoexpo77_I5,SRS2776657,PRJNA421162,10,air filter,2016-08-18,249,DNA,air filter,30.163287 N 120.19929 E,China:NA,Hangzhou,missing,missing,air
public,2017-12-20T15:50:12.776,SAMN08215938,2018-09-20T00:00:00.000,2021-02-28T05:15:10.334,chaoexpo65_I15,SRS2776672,PRJNA421162,10,air filter,2016-08-09,248,DNA,air filter,30.163287 N 120.19929 E,China:NA,Hangzhou,missing,missing,air
public,2017-12-20T15:50:12.760,SAMN08215937,2018-09-20T00:00:00.000,2021-02-28T05:15:10.313,chaoexpo69_I15,SRS2776669,PRJNA421162,51,air filter,2016-08-06,247,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:12.746,SAMN08215936,2018-09-20T00:00:00.000,2021-02-28T05:15:10.292,chaoexpo65_I12,SRS2776671,PRJNA421162,102,air filter,2016-08-02,246,DNA,air filter,44.472239 N 73.186661 W,USA:vermont,Burlington,missing,missing,air
public,2017-12-20T15:50:12.733,SAMN08215935,2018-09-20T00:00:00.000,2021-02-28T05:15:10.269,chaoexpo78_I6,SRS2776670,PRJNA421162,51,air filter,2016-07-31,245,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:12.720,SAMN08215934,2018-09-20T00:00:00.000,2021-02-28T05:15:10.246,chaoexpo78_I5,SRS2776664,PRJNA421162,51,air filter,2016-07-24,244,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:12.693,SAMN08215933,2018-09-20T00:00:00.000,2021-02-28T05:15:10.209,chaoexpo69_I12,SRS2776668,PRJNA421162,51,air filter,2016-07-22,243,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:12.680,SAMN08215932,2018-09-20T00:00:00.000,2021-02-28T05:15:10.189,chaoexpo65_I6,SRS2776663,PRJNA421162,32,air filter,2016-07-17,242,DNA,air filter,28.360866 N 81.510296 W,USA:florida,Orlando,missing,missing,air
public,2017-12-20T15:50:12.666,SAMN08215931,2018-09-20T00:00:00.000,2021-02-28T05:15:10.166,chaoexpo69_I6,SRS2776666,PRJNA421162,51,air filter,2016-07-12,241,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:12.653,SAMN08215930,2018-09-20T00:00:00.000,2021-02-28T05:15:10.145,chaoexpo52_I12,SRS2776593,PRJNA421162,14,air filter,2016-07-20,240,DNA,air filter,37.5629917 N 122.3255254 W,USA:california,San Mateo,missing,missing,air
public,2017-12-20T15:50:12.640,SAMN08215929,2018-09-20T00:00:00.000,2021-02-28T05:15:10.125,chaoexpo65_I5,SRS2776592,PRJNA421162,7,air filter,2016-07-10,239,DNA,air filter,36.6111478 N 121.8589246 W,USA:california,Monterey,missing,missing,air
public,2017-12-20T15:50:12.626,SAMN08215928,2018-09-20T00:00:00.000,2021-02-28T05:15:10.105,chaoexpo64_I15,SRS2776588,PRJNA421162,51,air filter,2016-07-08,238,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:12.610,SAMN08215927,2018-09-20T00:00:00.000,2021-02-28T05:15:10.084,chaoexpo32_I15,SRS2776589,PRJNA421162,51,air filter,2016-07-04,237,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:12.593,SAMN08215926,2018-09-20T00:00:00.000,2021-02-28T05:15:10.061,chaoexpo69_I5,SRS2776587,PRJNA421162,51,air filter,2016-06-29,236,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:12.580,SAMN08215925,2018-09-20T00:00:00.000,2021-02-28T05:15:10.022,chaoexpo73_I12,SRS2776590,PRJNA421162,12,air filter,2016-06-24,235,DNA,air filter,40.743884 N 73.983974 W,USA:new york,New York City,missing,missing,air
public,2017-12-20T15:50:12.563,SAMN08215924,2018-09-20T00:00:00.000,2021-02-28T05:15:09.997,chaoexpo73_I6,SRS2776586,PRJNA421162,102,air filter,2016-06-22,234,DNA,air filter,38.99791635 N 77.09885595 W,USA:maryland,Bethesda,missing,missing,air
public,2017-12-20T15:50:12.550,SAMN08215923,2018-09-20T00:00:00.000,2021-02-28T05:15:09.977,chaoexpo68_I15,SRS2776585,PRJNA421162,51,air filter,2016-06-20,233,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:12.536,SAMN08215922,2018-09-20T00:00:00.000,2021-02-28T05:15:09.957,chaoexpo32_I12,SRS2776583,PRJNA421162,109,air filter,2016-06-17,232,DNA,air filter,32.887094 N 117.24494 W,USA:california,San Diego,missing,missing,air
public,2017-12-20T15:50:12.523,SAMN08215921,2018-09-20T00:00:00.000,2021-02-28T05:15:09.936,chaoexpo14_I15,SRS2776584,PRJNA421162,51,air filter,2016-06-13,231,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:12.510,SAMN08215920,2018-09-20T00:00:00.000,2021-02-28T05:15:09.916,chaoexpo64_I12,SRS2776679,PRJNA421162,51,air filter,2016-06-14,230,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:12.496,SAMN08215919,2018-09-20T00:00:00.000,2021-02-28T05:15:09.895,chaoexpo73_I5,SRS2776676,PRJNA421162,51,air filter,2016-06-09,229,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:12.483,SAMN08215918,2018-09-20T00:00:00.000,2021-02-28T05:15:09.873,chaoexpo72_I15,SRS2776437,PRJNA421162,18,air filter,2016-06-04,228,DNA,air filter,59.85625072 N 17.6406181 E,Switzerland:NA,Uppsala,missing,missing,air
public,2017-12-20T15:50:12.470,SAMN08215917,2018-09-20T00:00:00.000,2021-02-28T05:15:09.821,chaoexpo64_I6,SRS2776436,PRJNA421162,51,air filter,2016-05-28,227,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:12.456,SAMN08215916,2018-09-20T00:00:00.000,2021-02-28T05:15:09.800,chaoexpo72_I12,SRS2776439,PRJNA421162,102,air filter,2016-05-23,226,DNA,air filter,38.99791635 N 77.09885595 W,USA:maryland,Bethesda,missing,missing,air
public,2017-12-20T15:50:12.440,SAMN08215915,2018-09-20T00:00:00.000,2021-09-26T03:16:12.742,chaoexpo68_I12,SRS2776435,PRJNA421162,256,air filter,2016-05-21,225,DNA,air filter,49.37030239 N 8.70576235 E,Germany:NA,Heidelberg,missing,missing,air
public,2017-12-20T15:50:12.430,SAMN08215914,2018-09-20T00:00:00.000,2021-02-28T05:15:09.760,chaoexpo72_I6,SRS2776432,PRJNA421162,51,air filter,2016-05-16,224,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:12.413,SAMN08215913,2018-09-20T00:00:00.000,2021-02-28T05:15:09.740,chaoexpo76_I15,SRS2776430,PRJNA421162,102,air filter,2016-05-14,223,DNA,air filter,38.99791635 N 77.09885595 W,USA:maryland,Bethesda,missing,missing,air
public,2017-12-20T15:50:12.400,SAMN08215912,2018-09-20T00:00:00.000,2021-02-28T05:15:09.719,chaoexpo68_I6,SRS2776434,PRJNA421162,29,air filter,2016-05-12,222,DNA,air filter,40.85864131 N 73.4679735 W,USA:new york,Cold Spring Harbor,missing,missing,air
public,2017-12-20T15:50:12.386,SAMN08215911,2018-09-20T00:00:00.000,2021-02-28T05:15:09.698,chaoexpo64_I5,SRS2776433,PRJNA421162,51,air filter,2016-05-08,221,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:12.373,SAMN08215910,2018-09-20T00:00:00.000,2021-02-28T05:15:09.678,chaoexpo48_I15,SRS2776677,PRJNA421162,51,air filter,2016-05-06,220,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:12.360,SAMN08215909,2018-09-20T00:00:00.000,2021-02-28T05:15:09.657,chaoexpo68_I5,SRS2776324,PRJNA421162,51,air filter,2016-04-27,219,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,San Diego,missing,missing,air
public,2017-12-20T15:50:12.346,SAMN08215908,2018-09-20T00:00:00.000,2021-02-28T05:15:09.636,chaoexpo48_I12,SRS2776332,PRJNA421162,6,air filter,2016-04-29,218,DNA,air filter,37.4852152 N 122.2363548 W,USA:california,Redwood City,missing,missing,air
public,2017-12-20T15:50:12.330,SAMN08215907,2018-09-20T00:00:00.000,2021-02-28T05:15:09.614,chaoexpo76_I12,SRS2776334,PRJNA421162,51,air filter,2016-04-25,217,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:12.316,SAMN08215906,2018-09-20T00:00:00.000,2021-02-28T05:15:09.576,chaoexpo63_I15,SRS2776335,PRJNA421162,3,air filter,2016-04-20,216,DNA,air filter,29.94153861 N 90.06440491 W,USA:louisiana,New Orleans,missing,missing,air
public,2017-12-20T15:50:12.303,SAMN08215905,2018-09-20T00:00:00.000,2021-02-28T05:15:09.556,chaoexpo63_I6,SRS2776336,PRJNA421162,5,air filter,2016-04-23,215,DNA,air filter,39.3433574 N 117.3616476 E,China:NA,Tianjin,missing,missing,air
public,2017-12-20T15:50:12.290,SAMN08215904,2018-09-20T00:00:00.000,2021-02-28T05:15:09.535,chaoexpo72_I5,SRS2776329,PRJNA421162,178,air filter,2016-04-18,214,DNA,air filter,41.885664 N 87.620795 W,USA:illinois,Chicago,missing,missing,air
public,2017-12-20T15:50:12.276,SAMN08215903,2018-09-20T00:00:00.000,2021-02-28T05:15:09.513,chaoexpo63_I12,SRS2776331,PRJNA421162,51,air filter,2016-04-18,213,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:12.263,SAMN08215902,2018-09-20T00:00:00.000,2021-02-28T05:15:09.492,chaoexpo76_I6,SRS2776330,PRJNA421162,51,air filter,2016-04-13,212,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:12.246,SAMN08215901,2018-09-20T00:00:00.000,2021-02-28T05:15:09.472,chaoexpo71_I15,SRS2776340,PRJNA421162,7,air filter,2016-04-11,211,DNA,air filter,41.385732 N 2.1948035 E,Spain:NA,Barcelona,missing,missing,air
public,2017-12-20T15:50:12.233,SAMN08215900,2018-09-20T00:00:00.000,2021-02-28T05:15:09.451,chaoexpo63_I5,SRS2776730,PRJNA421162,102,air filter,2016-04-08,210,DNA,air filter,38.99791635 N 77.09885595 W,USA:maryland,Bethesda,missing,missing,air
public,2017-12-20T15:50:12.216,SAMN08215899,2018-09-20T00:00:00.000,2021-02-28T05:15:09.429,chaoexpo71_I12,SRS2776729,PRJNA421162,76,air filter,2016-04-06,209,DNA,air filter,40.24783815 N 75.58747128 W,USA:pennsylvania,Pottstown,missing,missing,air
public,2017-12-20T15:50:12.203,SAMN08215898,2018-09-20T00:00:00.000,2021-02-28T05:15:09.409,chaoexpo76_I5,SRS2776734,PRJNA421162,3,air filter,2016-04-01,208,DNA,air filter,42.3625 N 71.087421 W,USA:massachusetts,Cambridge,missing,missing,air
public,2017-12-20T15:50:12.186,SAMN08215897,2018-09-20T00:00:00.000,2021-02-28T05:15:09.387,chaoexpo32_I6,SRS2776731,PRJNA421162,28,air filter,2016-04-03,207,DNA,air filter,37.8136276 S 144.9630576 E,Australia:NA,Melbourne,missing,missing,air
public,2017-12-20T15:50:12.173,SAMN08215896,2018-09-20T00:00:00.000,2021-02-28T05:15:09.366,chaoexpo71_I6,SRS2776728,PRJNA421162,16,air filter,2016-03-29,206,DNA,air filter,38.535476 N 121.74619 W,USA:california,San Francisco,missing,missing,air
public,2017-12-20T15:50:12.160,SAMN08215895,2018-09-20T00:00:00.000,2021-02-28T05:15:09.344,chaoexpo71_I5,SRS2776727,PRJNA421162,51,air filter,2016-03-26,205,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:12.143,SAMN08215894,2018-09-20T00:00:00.000,2021-02-28T05:15:09.324,chaoexpo52_I6,SRS2776733,PRJNA421162,14,air filter,2016-03-29,204,DNA,air filter,37.5629917 N 122.3255254 W,USA:california,San Mateo,missing,missing,air
public,2017-12-20T15:50:12.120,SAMN08215893,2018-09-20T00:00:00.000,2021-02-28T05:15:09.303,chaoexpo62_I15,SRS2776736,PRJNA421162,271,air filter,2016-03-20,203,DNA,air filter,42.684997 N 84.430224 W,USA:michigan,Okemos,missing,missing,air
public,2017-12-20T15:50:12.083,SAMN08215892,2018-09-20T00:00:00.000,2021-02-28T05:15:09.282,chaoexpo70_I15,SRS2776735,PRJNA421162,51,air filter,2016-03-18,202,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:12.070,SAMN08215891,2018-09-20T00:00:00.000,2021-02-28T05:15:09.262,chaoexpo70_I12,SRS2776732,PRJNA421162,6,air filter,2016-03-16,201,DNA,air filter,42.345926 N 71.043346 W,USA:massachusetts,Boston,missing,missing,air
public,2017-12-20T15:50:12.056,SAMN08215890,2018-09-20T00:00:00.000,2021-02-28T05:15:09.241,chaoexpo75_I5,SRS2776686,PRJNA421162,6,air filter,2016-03-17,200,DNA,air filter,37.4852152 N 122.2363548 W,USA:california,Redwood City,missing,missing,air
public,2017-12-20T15:50:12.043,SAMN08215889,2018-09-20T00:00:00.000,2021-02-28T05:15:09.182,chaoexpo62_I12,SRS2776681,PRJNA421162,51,air filter,2016-03-12,199,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:12.030,SAMN08215888,2018-09-20T00:00:00.000,2021-02-28T05:15:09.161,chaoexpo56_I15,SRS2776328,PRJNA421162,6,air filter,2016-03-10,198,DNA,air filter,37.4852152 N 122.2363548 W,USA:california,Redwood City,missing,missing,air
public,2017-12-20T15:50:12.016,SAMN08215887,2018-09-20T00:00:00.000,2021-02-28T05:15:09.141,chaoexpo75_I15,SRS2776326,PRJNA421162,51,air filter,2016-03-09,197,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:12.003,SAMN08215886,2018-09-20T00:00:00.000,2021-02-28T05:15:09.120,chaoexpo10_I15,SRS2776327,PRJNA421162,51,air filter,2016-03-08,196,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:11.990,SAMN08215885,2018-09-20T00:00:00.000,2021-02-28T05:15:09.098,chaoexpo75_I12,SRS2776325,PRJNA421162,51,air filter,2016-03-07,195,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:11.976,SAMN08215884,2018-09-20T00:00:00.000,2021-02-28T05:15:09.074,chaoexpo52_I5,SRS2776678,PRJNA421162,6,air filter,2016-03-07,194,DNA,air filter,37.4852152 N 122.2363548 W,USA:california,Redwood City,missing,missing,air
public,2017-12-20T15:50:11.963,SAMN08215883,2018-09-20T00:00:00.000,2021-02-28T05:15:09.052,chaoexpo62_I6,SRS2776322,PRJNA421162,13,air filter,2016-03-02,193,DNA,air filter,29.751062 N 95.360168 W,USA:texas,Houston,missing,missing,air
