graph_id,graph_source,k,window_bases,n_observations,window_start,phase,replicate,elapsed_ms,algorithm,path_available,pair_hmm_path_valid,pair_hmm_valid,truncated,completed_columns,decoded_read_index,terminal_contract_valid,graph_step_trace_aligned,path_length_aligned,corrected_path_aligned,move_counts_aligned,path_trace_aligned,trace_complete,complete,full_decode,frontier_area,edge_expansions,peak_frontier
fixed_toy_k31_raw,raw_fixed_toy,31,1200,1170,1,measurement,4,162.703625,viterbi_indel_pair_hmm,true,true,false,true,169,169,false,true,true,true,true,true,false,false,false,31815,45831,219
fixed_toy_k31_raw,raw_fixed_toy,31,1200,1170,1,measurement,5,171.930792,viterbi_indel_pair_hmm,true,true,false,true,169,169,false,true,true,true,true,true,false,false,false,31815,45831,219
fixed_toy_k31_cleaned,cleaned_fixed_toy,31,250,220,1,warmup,0,167.632959,viterbi_indel_pair_hmm,true,true,false,true,169,169,false,true,true,true,true,true,false,false,false,31815,45831,219
fixed_toy_k31_cleaned,cleaned_fixed_toy,31,250,220,1,measurement,1,233.612125,viterbi_indel_pair_hmm,true,true,false,true,169,169,false,true,true,true,true,true,false,false,false,31815,45831,219
fixed_toy_k31_cleaned,cleaned_fixed_toy,31,250,220,1,measurement,2,175.969875,viterbi_indel_pair_hmm,true,true,false,true,169,169,false,true,true,true,true,true,false,false,false,31815,45831,219
fixed_toy_k31_cleaned,cleaned_fixed_toy,31,250,220,1,measurement,3,186.847458,viterbi_indel_pair_hmm,true,true,false,true,169,169,false,true,true,true,true,true,false,false,false,31815,45831,219
fixed_toy_k31_cleaned,cleaned_fixed_toy,31,250,220,1,measurement,4,210.489542,viterbi_indel_pair_hmm,true,true,false,true,169,169,false,true,true,true,true,true,false,false,false,31815,45831,219
fixed_toy_k31_cleaned,cleaned_fixed_toy,31,250,220,1,measurement,5,172.457541,viterbi_indel_pair_hmm,true,true,false,true,169,169,false,true,true,true,true,true,false,false,false,31815,45831,219
fixed_toy_k31_cleaned,cleaned_fixed_toy,31,500,470,1,warmup,0,181.120917,viterbi_indel_pair_hmm,true,true,false,true,169,169,false,true,true,true,true,true,false,false,false,31815,45831,219
fixed_toy_k31_cleaned,cleaned_fixed_toy,31,500,470,1,measurement,1,209.082,viterbi_indel_pair_hmm,true,true,false,true,169,169,false,true,true,true,true,true,false,false,false,31815,45831,219
fixed_toy_k31_cleaned,cleaned_fixed_toy,31,500,470,1,measurement,2,183.138,viterbi_indel_pair_hmm,true,true,false,true,169,169,false,true,true,true,true,true,false,false,false,31815,45831,219
fixed_toy_k31_cleaned,cleaned_fixed_toy,31,500,470,1,measurement,3,161.673375,viterbi_indel_pair_hmm,true,true,false,true,169,169,false,true,true,true,true,true,false,false,false,31815,45831,219
fixed_toy_k31_cleaned,cleaned_fixed_toy,31,500,470,1,measurement,4,165.952666,viterbi_indel_pair_hmm,true,true,false,true,169,169,false,true,true,true,true,true,false,false,false,31815,45831,219
fixed_toy_k31_cleaned,cleaned_fixed_toy,31,500,470,1,measurement,5,201.10775,viterbi_indel_pair_hmm,true,true,false,true,169,169,false,true,true,true,true,true,false,false,false,31815,45831,219
fixed_toy_k31_cleaned,cleaned_fixed_toy,31,1200,1170,1,warmup,0,162.340791,viterbi_indel_pair_hmm,true,true,false,true,169,169,false,true,true,true,true,true,false,false,false,31815,45831,219
fixed_toy_k31_cleaned,cleaned_fixed_toy,31,1200,1170,1,measurement,1,195.306583,viterbi_indel_pair_hmm,true,true,false,true,169,169,false,true,true,true,true,true,false,false,false,31815,45831,219
fixed_toy_k31_cleaned,cleaned_fixed_toy,31,1200,1170,1,measurement,2,171.217959,viterbi_indel_pair_hmm,true,true,false,true,169,169,false,true,true,true,true,true,false,false,false,31815,45831,219
fixed_toy_k31_cleaned,cleaned_fixed_toy,31,1200,1170,1,measurement,3,181.903834,viterbi_indel_pair_hmm,true,true,false,true,169,169,false,true,true,true,true,true,false,false,false,31815,45831,219
fixed_toy_k31_cleaned,cleaned_fixed_toy,31,1200,1170,1,measurement,4,162.316875,viterbi_indel_pair_hmm,true,true,false,true,169,169,false,true,true,true,true,true,false,false,false,31815,45831,219
fixed_toy_k31_cleaned,cleaned_fixed_toy,31,1200,1170,1,measurement,5,168.416375,viterbi_indel_pair_hmm,true,true,false,true,169,169,false,true,true,true,true,true,false,false,false,31815,45831,219
